,name,productUrl,originalPrice,price,discount,ratingScore,review,inStock,location,image,Seller Name,Brand Name,Seller Id,Item Id
1371,Magic Changeable Clothes Pluto Plastic Hanger - Space Saving Wonder Closet Organizer 9 Holes Holder Cloths and Pants Hanger,www.daraz.pk/products/magic-changeable-clothes-pluto-plastic-hanger-i134224535-s1294616009.html?search=1,241.00,117.00,-51%,5,2,True,Pakistan,https://static-01.daraz.pk/p/a2fe7dd22fb2e4a05d2fb9df0ad3305a.jpg,Deemiz (Karachi),Deemiz,3156,134224535
1372,"Towels Luxurious Jumbo Bath Sheet 35 x 70 Inches, Beige 100% Ring Spun Cotton Highly Absorbent and Quick Dry Extra Large Bath Towel Super Soft Hotel Quality Towel",www.daraz.pk/products/towels-luxurious-jumbo-bath-sheet-35-x-70-inches-100-ring-spun-cotton-highly-absorbent-and-quick-dry-extra-large-super-soft-hotel-quality-i146874644-s1309862346.html?search=1,1299.00,1039,-20%,5,3,True,Pakistan,https://static-01.daraz.pk/p/c3242d23515a9234384b2c719c4f8917.jpg,Utopia Basics,Utopia,6005010045314,146874644
1373,"Bath Mats Towels Cotton Banded Bath Mats, 2 Pack 21 x 34 Inches Highly Absorbent and Machine Washable Shower Bathroom Floor Mat Pack of 2",www.daraz.pk/products/bath-mats-towels-cotton-banded-highly-absorbent-and-machine-washable-shower-bathroom-floor-mat-21-x-34-inches-pack-of-2-i146870608-s1309858771.html?search=1,1499.00,1228,-18%,5,1,True,Pakistan,https://static-01.daraz.pk/p/6ec73f0a23302e25585096f766b886ea.jpg,Utopia Basics,Utopia,6005010045314,146870608
1374,Washcloths Set 12 x 12 inches 100% Cotton Premium Quality Flannel Face Cloths Highly Absorbent and Soft Feel Fingertip Towels 12-Pack,www.daraz.pk/products/washcloths-set-12-x-12-inches-100-cotton-premium-quality-flannel-face-cloths-highly-absorbent-and-soft-feel-fingertip-towels-12-pack-i146710607-s1309674041.html?search=1,1299.00,1039,-20%,5,1,True,Pakistan,https://static-01.daraz.pk/p/5aed7b3b09f97d7cc9b670beee921c12.jpg,Utopia Basics,Utopia,6005010045314,146710607
1375,Towel Set 8 Piece 2 Bath Towels 2 Hand Towels and 4 Washcloths,www.daraz.pk/products/towel-set-8-piece-2-bath-towels-2-hand-towels-and-4-washcloths-i146692037-s1309596655.html?search=1,2499.00,2078,-17%,4,1,True,Pakistan,https://static-01.daraz.pk/p/5bd22edee9ee13f5734df1f8e3243507.jpg,Utopia Basics,Utopia,6005010045314,146692037
1376,"Utopia Towel Set, 2 Bath Towels, 2 Hand Towels, and 4 Washcloths, 600 GSM 100% Premium Ring Spun Cotton Highly Absorbent Towels for Bathroom, Shower Towel, (Pack of 8)",www.daraz.pk/products/utopia-towel-set-2-bath-towels-2-hand-towels-and-4-washcloths-600-gsm-100-premium-ring-spun-cotton-highly-absorbent-towels-for-bathroom-shower-towel-pack-of-8-i146612924-s1309508859.html?search=1,1999.00,1700,-15%,5,1,True,Pakistan,https://static-01.daraz.pk/p/312aaec364677745c709f65e82e14939.jpg,Utopia Basics,Utopia,6005010045314,146612924
1377,Toilet Brush Curve,www.daraz.pk/products/toilet-brush-curve-i147600549-s1310856430.html?search=1,70.00,60,-14%,4.5,2,True,Pakistan,https://static-01.daraz.pk/p/645d9ff3c337cd1e3998b14213599cd5.jpg,Zidello -,Royal Touch,1059036,147600549
1378,Toilet Brush Lite 2.0,www.daraz.pk/products/toilet-brush-lite-20-i147610318-s1310864133.html?search=1,,90.00,,5,4,True,Pakistan,https://static-01.daraz.pk/p/eed830cc6c8dde57ce941276f893468a.jpg,Zidello -,Royal Touch,1059036,147610318
1379,Toilet Brush with Caddy [Designer Edition],www.daraz.pk/products/toilet-brush-with-caddy-designer-edition-i142416079-s1302778093.html?search=1,300.00,290,-3%,4.78571,14,True,Pakistan,https://static-01.daraz.pk/p/mdc/f99011abdf428f9748f8845e99fc0770.jpg,Zidello -,Royal Touch,1059036,142416079
1380,Bath Mug Millat (SPRING SERIES) Pack Of 3,www.daraz.pk/products/bath-mug-millat-spring-series-pack-of-3-i134226911-s1294640086.html?search=1,,140.00,,5,18,True,Pakistan,https://static-01.daraz.pk/p/mdc/44c868265d51ac4255c0a8c3d1fc546d.jpg,Millat Plastic Products,Millat Plastic Products,1142943,134226911
1381,Bath Stool Square Millat (SPRING SERIES) Pack of 2,www.daraz.pk/products/bath-stool-square-millat-spring-series-pack-of-2-i134219111-s1294600974.html?search=1,,640.00,,5,1,True,Pakistan,https://static-01.daraz.pk/p/mdc/ee282acbfb1097bf00fcf55e3e85009b.jpg,Millat Plastic Products,Millat Plastic Products,1142943,134219111
1382,Bath Stool Round Millat (SPRING SERIES) Pack of 2,www.daraz.pk/products/bath-stool-round-millat-spring-series-pack-of-2-i134191926-s1294586009.html?search=1,,640.00,,5,2,True,Pakistan,https://static-01.daraz.pk/p/mdc/4b27fd7a524f101adfb1f11648eb670e.jpg,Millat Plastic Products,Millat Plastic Products,1142943,134191926
1383,Large Plastic Over the Shower Caddy Frosted,www.daraz.pk/products/large-plastic-over-the-shower-caddy-frosted-i132123057-s1292316057.html?search=1,1000.00,600.00,-40%,5,1,True,Pakistan,https://static-01.daraz.pk/p/f60dd6c1c5a76a20c75cfa7694b52154.jpg,AYaan chase mart (Karachi),Ayaan chase mart,10999,132123057
1384,Imported 100% Accurate Strong Glass Electronic Digital Body Weight Machine Digital Body Weight Scale Digital Personal Body Weighing Machine Digital Personal Body Weighing Scale Digital Bathroom Scale Digital Bath Scale Portable Weight Scale Machine,www.daraz.pk/products/imported-100-accurate-strong-glass-electronic-digital-body-weight-machine-digital-body-weight-scale-digital-personal-body-weighing-machine-digital-personal-body-weighing-scale-digital-bathroom-scale-digital-bath-scale-portable-weight-scale-machine-i102644239-s1248460528.html?search=1,,1395.00,,4.52941,17,True,Pakistan,https://static-01.daraz.pk/p/6897906c0afde5cbd02ff7ab43ea9c37.jpg,Lahore Cart (Lahore),Imported,11842,102644239
1385,Imported 100% Accurate Strong Glass Electronic Digital Body Weight Machine Digital Body Weight Scale Digital Personal Body Weighing Machine Digital Personal Body Weighing Scale Digital Bathroom Scale Digital Bath Scale Portable Weight Scale Machine,www.daraz.pk/products/imported-100-accurate-strong-glass-electronic-digital-body-weight-machine-digital-body-weight-scale-digital-personal-body-weighing-machine-digital-personal-body-weighing-scale-digital-bathroom-scale-digital-bath-scale-portable-weight-scale-machine-i105612382-s1252994988.html?search=1,,1425.00,,4.5,6,True,Pakistan,https://static-01.daraz.pk/p/a2b1db93d0fb59d17fbc8c41a7e7ffff.jpg,Lahore Cart (Lahore),Imported,11842,105612382
1386,Exceptional Quality 4 Pcs. Ceramic Bath Set European Standards,www.daraz.pk/products/exceptional-quality-4-pcs-ceramic-bath-set-european-standards-i123890052-s1281146257.html?search=1,1898.00,1650.00,-13%,5,1,True,Pakistan,https://static-01.daraz.pk/p/01575b7a3d36149d2ac660905a4118f5.jpg,Lajawab (Okara),Lajawab,409,123890052
1387,Prince Towels,www.daraz.pk/products/king-towels-i151870955-s1316204919.html?search=1,600.00,539,-10%,5,5,True,Pakistan,https://static-01.daraz.pk/p/29a58562dbd3e5df7f742bc0c3e08751.png,Mtex textile,Mtex Textile,6005007963258,151870955
1388,Ceramic Bathroom Set - 4 Pcs Nice Quality,www.daraz.pk/products/ceramic-bathroom-set-4-pcs-nice-quality-i108274856-s1257504672.html?search=1,1517.00,1319.00,-13%,5,2,True,Pakistan,https://static-01.daraz.pk/p/169e2567643e1dc06200fb9eaf2d68e7.jpg,Lajawab (Okara),Lajawab,409,108274856
1389,Ceramic Bathroom Set - 4 Pcs Nice Quality,www.daraz.pk/products/ceramic-bathroom-set-4-pcs-nice-quality-i108280866-s1257524094.html?search=1,1517.00,1319.00,-13%,5,1,True,Pakistan,https://static-01.daraz.pk/p/5bb04cd55dfc275ef65c95807bf8736b.jpg,Lajawab (Okara),Lajawab,409,108280866
1390,Pack Of 4 - Bath Towels - White,www.daraz.pk/products/pack-of-4-bath-towels-white-i3109107-s12440822.html?search=1,2199.00,1739.00,-21%,5,1,True,Pakistan,https://static-01.daraz.pk/original/c8ef3dfe6ef416bb1e46f9c19dab277f.jpg,My Modern Mart (Islamabad),My Modern Mart,11551,3109107
1391,Sink Tidy Set - White & Green,www.daraz.pk/products/sink-tidy-set-white-green-i17511012-s258896476.html?search=1,,600.00,,5,2,True,Pakistan,https://static-01.daraz.pk/original/51878c0ce7e9c333b98b613bcd2cd48d.jpg,SHOP IT PK (Karachi),As Seen on TV,8224,17511012
1392,Al Nasik White Towel handkerchief 10x10 inches 100% cotton in pack 4,www.daraz.pk/products/al-nasik-white-towel-handkerchief-10x10-inches-100-cotton-in-pack-4-i146308943-s1309046742.html?search=1,120.00,100.00,-17%,5,5,True,Pakistan,https://static-01.daraz.pk/p/8b795fab1f26aa98cb9d078ce05de72d.png,nasik,Al Nasik,1038435,146308943
1393,3 Layer Bathroom Corner Shelf washroom corner stand Plastic Bathroom Corner Shampoo Rack Tooth Brush Soap Holder new,www.daraz.pk/products/3-layer-bathroom-corner-shelf-washroom-corner-stand-plastic-bathroom-corner-shampoo-rack-tooth-brush-soap-holder-new-i133815230-s1294211320.html?search=1,,499.00,,4.81818,11,True,Pakistan,https://static-01.daraz.pk/p/abbe53ea4d84073797ad33a3cc3feb28.jpg,Momin Collection,Momin Collection,1121088,133815230
1394,wooden foot filer,www.daraz.pk/products/wooden-foot-filer-i119532759-s1273520461.html?search=1,350.00,199.00,-43%,3,1,True,Pakistan,https://static-01.daraz.pk/p/65cf85a25831884edf631b786130216c.jpg,New Variety store,Areej Beauty Care,1091127,119532759
1395,BRANDED 28 Ring Round Folding Rope Dupatta Belt Shawl Tie Scarf Hanger Holder Organiser for Wardrobe,www.daraz.pk/products/branded-28-ring-round-folding-rope-dupatta-belt-shawl-tie-scarf-hanger-holder-organiser-for-wardrobe-i137180043-s1297320244.html?search=1,695.00,349.00,-50%,5,2,True,Pakistan,https://static-01.daraz.pk/p/8c552b79be647727fb6d8cf4296434e3.jpg,Variety Store,Variety Store,1006248,137180043
1396,Certeza GS 808 - Digital Body Weight Glass Scale -Weight Machine - Bathroom Scale (White),www.daraz.pk/products/certeza-gs-808-digital-body-weight-glass-scale-weight-machine-bathroom-scale-white-i1482114-s9249186.html?search=1,,1800.00,,4.74684,79,True,Pakistan,https://static-01.daraz.pk/p/105b6f3c5fbc301f02f92ab01fc2ace4.png,RHS International (Karachi),Certeza,2431,1482114
1397,Glass Corner Shelf Shower Caddy 2 Tier Aluminum,www.daraz.pk/products/glass-corner-shelf-shower-caddy-2-tier-aluminum-i121654521-s1277528980.html?search=1,3000.00,1999.00,-33%,5,1,True,Pakistan,https://static-01.daraz.pk/p/3243185ddaed29612badbb76a05a6ca5.jpg,Dhansu (Karachi),Dhansu,21313,121654521
1398,Hooded Bathrobes -Hooded Bathrobes - Terry Adult Bathrobe Terry Bathrobe,www.daraz.pk/products/hooded-bathrobes-terry-adult-bathrobe-i135251342-s1318608495.html?search=1,1300.00,749.00,-42%,4.48276,29,True,Pakistan,https://static-01.daraz.pk/p/mdc/99cd5ff6e925d06615477e7c1203955e.jpg,B & B Collections,B & B Home,1130503,135251342
1399,Combo of Toothbrush Holder + Toothpaste Dispenser Squeezer,www.daraz.pk/products/combo-of-toothbrush-holder-toothpaste-dispenser-squeezer-i2415024-s10577062.html?search=1,986.00,690.00,-30%,3.75,4,True,Pakistan,https://static-01.daraz.pk/original/2dd805de01ba087f67a5587832c15ce2.jpg,Attaris Communication (Karachi),Attaris Communication,3133,2415024
1400,Elegant Twist Dry Shower Microfiber Hair Wrap Towel Drying Spa Bath Head Hat Cap Women,www.daraz.pk/products/elegant-twist-dry-shower-microfiber-hair-wrap-towel-drying-spa-bath-head-hat-cap-women-i166098530-s1334076522.html?search=1,300.00,219.00,-27%,5,1,True,Pakistan,https://static-01.daraz.pk/p/e79fcd9d972c2c285d4295470acb74d7.jpg,Discounted shop (Lahore),Discounted shop,21471,166098530
1401,"Soap Dish Self Draining Soap Case Holder-Silicone Soap Saver Rubber Drainer Dishes Soap Saver for Shower, Bathroom, Kitchen, Counter Top, Keep Soap Bars Dry and Easy Cleaning",www.daraz.pk/products/soap-dish-self-draining-soap-case-holder-silicone-soap-saver-rubber-drainer-dishes-soap-saver-for-shower-bathroom-kitchen-counter-top-keep-soap-bars-dry-and-easy-cleaning-i165004075-s1334956794.html?search=1,200.00,150.00,-25%,5,1,True,Pakistan,https://static-01.daraz.pk/p/mdc/f2ff358bb63d0f93ace6c790a5548d6e.jpg,Velvet,My Velvet,6005010567045,165004075
1402,"pack of 6 towels 12x12 cotton towel, bath and hand towel, high quality",www.daraz.pk/products/pack-of-6-towels-12x12-cotton-towel-bath-and-hand-towel-high-quality-i164840001-s1332450494.html?search=1,600.00,190.00,-68%,5,1,True,Pakistan,https://static-01.daraz.pk/p/fd6556f80c9aa354d4be69e19eb1936f.jpg,N S WORLD,NS World,1067471,164840001
1403,High Quality Original Touch Me Automatic Toothpaste Dispenser Kit with 5 Toothbrush Holder Slot,www.daraz.pk/products/high-quality-original-touch-me-automatic-toothpaste-dispenser-kit-with-5-toothbrush-holder-slot-i163180672-s1330472483.html?search=1,800.00,438.00,-45%,5,1,True,Pakistan,https://static-01.daraz.pk/p/mdc/14471d5be789e644ca8ef112b323fa14.jpg,MII Traders,MII Traders,6005010066154,163180672
1404,Imported 100% Accurate Strong Glass Electronic Digital Body Weight Machine,www.daraz.pk/products/imported-100-accurate-strong-glass-electronic-digital-body-weight-machine-i161086722-s1327984316.html?search=1,,1325.00,,5,1,True,Pakistan,https://static-01.daraz.pk/p/a1a24a1a4d3c4ef27dd8a8d54cc21568.jpg,K&T MALL,As Seen on TV,6005011155034,161086722
1405,"New Floral Flower Cotton Bath Towel, Quality Bath Hand Towels, High Quality Beach Terry Towels",www.daraz.pk/products/new-floral-flower-cotton-bath-towel-quality-bath-hand-towels-high-quality-beach-terry-towels-i160014810-s1326540030.html?search=1,,180.00,,4,1,True,Pakistan,https://static-01.daraz.pk/p/8474c8c6e260b694969bc9647341a8d9.jpg,Rizwan Mart,Rizwan Mart,1007244,160014810
1406,"New Floral Flower Cotton Bath Towel, Quality Bath Hand Towels, High Quality Beach Terry Towels",www.daraz.pk/products/new-floral-flower-cotton-bath-towel-quality-bath-hand-towels-high-quality-beach-terry-towels-i157754650-s1324142487.html?search=1,,180.00,,5,1,True,Pakistan,https://static-01.daraz.pk/p/8474c8c6e260b694969bc9647341a8d9.jpg,ADNAN RASHEED & SONS (Karachi),ADNAN RASHEED & SONS,17427,157754650
1407,Automatic Plastic Toothpaste Dispenser Toothbrush Holder Squeezer Bathroom Shelves Bathing Accessories Brush Holders,www.daraz.pk/products/automatic-plastic-toothpaste-dispenser-toothbrush-holder-squeezer-bathroom-shelves-bathing-accessories-brush-holders-i156422338-s1322406759.html?search=1,,349.00,,5,1,True,Pakistan,https://static-01.daraz.pk/p/9024f28a8339ab3096f8fb18746c65f5.jpg_340x340q80.jpg,Butt Motors (Karachi),Butt Motors,24325,156422338
1408,"Discount Silicone Scrubber Dish Washing, Food Grade Kitchen Dish Washing Sponge Brush",www.daraz.pk/products/discount-silicone-scrubber-dish-washing-food-grade-kitchen-dish-washing-sponge-brush-i156332796-s1322290829.html?search=1,199.00,99.00,-50%,5,1,True,Pakistan,https://static-01.daraz.pk/p/79e40c27cfad392e64c799ce3160a211.jpg,Base,Base,1091300,156332796
1409,2pc Good Quality Soft And Gentle Bath Sponge Bath Ball Loofah,www.daraz.pk/products/2pc-good-quality-soft-and-gentle-bath-sponge-bath-ball-loofah-i156300406-s1322234121.html?search=1,499.00,299.00,-40%,5,1,True,Pakistan,https://static-01.daraz.pk/p/3eae5fa6f29faacf83bc4ef59239f47a.jpg,HS SUPPLY and TRADING (Karachi),HS,23706,156300406
1410,SEAT COVER NUT BOLTS FOR PORTA & OTHER IMPORTED SEAT COVERS,www.daraz.pk/products/seat-cover-nut-bolts-for-porta-other-imported-seat-covers-i156282933-s1322214288.html?search=1,,349.00,,5,1,True,Pakistan,https://static-01.daraz.pk/p/8931cf3b4d54544c671349f63ee70e49.jpg,Alburhan Sanitary (Karachi),PORTA Ceramics,18867,156282933
1411,Multifunctional Toothpaste Tube Press Squeezer Plastic Toothpaste Dispenser Tooth Paste Holder Bathroom Accessories Set,www.daraz.pk/products/multifunctional-toothpaste-tube-press-squeezer-plastic-toothpaste-dispenser-tooth-paste-holder-bathroom-accessories-set-i155920378-s1321694537.html?search=1,399.00,279.00,-30%,5,1,True,Pakistan,https://static-01.daraz.pk/p/4dfbd212b2bb609ebb2a67215bfea8a1.jpg,Noor Store (Karachi),Noor Store (Karachi),6005010747015,155920378
1412,High Quality New 20pcs Magic Compressed Travel Towel Disposable Towel Tissue,www.daraz.pk/products/high-quality-new-20pcs-magic-compressed-travel-towel-disposable-towel-tissue-i155470521-s1321084353.html?search=1,399.00,155.00,-61%,5,1,True,Pakistan,https://static-01.daraz.pk/p/cf57831fc10cf21b4b5ec113f72bd1aa.jpg,Maddyshop,Abrish Shop,6005008005058,155470521
1413,6Pcs Baby Infant Newborn Cotton Bath Towel Washcloth Bathing Feeding Wipe Cloth Soft,www.daraz.pk/products/6pcs-baby-infant-newborn-cotton-bath-towel-washcloth-bathing-feeding-wipe-cloth-soft-i155236470-s1320734074.html?search=1,,299.00,,5,3,True,Pakistan,https://static-01.daraz.pk/p/5d8759f2e2b0f3da3ab06dc9e46c64e0.jpg,Hur.kay Collection,HK COLLECTIONS,6005010759022,155236470
1414,Camry Slim Glass Electronic Digital Portable Bath Bathroom Body Weight Scale Machine ( 150 ),www.daraz.pk/products/camry-slim-glass-electronic-digital-portable-bath-bathroom-body-weight-scale-machine-150-i155198164-s1320676258.html?search=1,3499.00,2399.00,-31%,5,1,True,Pakistan,https://static-01.daraz.pk/p/d7df46ba18416998a7ac139215f60473.jpg,Get Mobiles,Get mobile,1109884,155198164
1415,Tooth Paste Dispenser - White & Pink,www.daraz.pk/products/multicolor-tooth-paste-dispenser-i155068424-s1320452985.html?search=1,499.00,291.00,-42%,4.5,2,True,Pakistan,https://static-01.daraz.pk/p/8b74236dac9c124fa1002fc2c5ce3cba.jpg,EFFIS,Billz,1040016,155068424
1416,Tooth Paste Dispenser - White & Pink,www.daraz.pk/products/wall-mounted-tooth-paste-dispenser-white-orange-i155054944-s1320448995.html?search=1,499.00,329.00,-34%,5,1,True,Pakistan,https://static-01.daraz.pk/p/8709d09a1fd332bbb7a6e7d444871828.jpg,EFFIS,Billz,1040016,155054944
1417,Wall Mounted Bathroom Corner Shelf Suction Cup Plastic Shower Basket Kitchen Wall Rack Shower Room Holder,www.daraz.pk/products/wall-mounted-bathroom-corner-shelf-suction-cup-plastic-shower-basket-kitchen-wall-rack-shower-room-holder-i154660609-s1319896735.html?search=1,599.00,495.00,-17%,5,2,True,Pakistan,https://static-01.daraz.pk/p/55a8813ac92507761f1f92271c8f4164.jpg,A&H Store,A&H Store Karachi,1021925,154660609
1418,1 Pcs Silicone Rubber Five-pointed Star Sink Filter Sea Star Drain Cover Sink Strainer Hair Catcher Leakage Filter for Kitchen and Bathroom- Multicolor,www.daraz.pk/products/1-pcs-silicone-rubber-five-pointed-star-sink-filter-sea-star-drain-cover-sink-strainer-hair-catcher-leakage-filter-for-kitchen-and-bathroom-multicolor-i154500999-s1319658131.html?search=1,204.00,131.00,-36%,4,1,True,Pakistan,https://static-01.daraz.pk/p/9bcb0fdead750f2fd2306e9cc795394e.jpg,Zeem Store,Zeem Store,6005010036220,154500999
1419,New Multifunctional Toothpaste Dispenser Facial Cleanser Squeezer Clips Manual Lazy Toothpaste Tube Squeezer Press,www.daraz.pk/products/new-multifunctional-toothpaste-dispenser-facial-cleanser-squeezer-clips-manual-lazy-toothpaste-tube-squeezer-press-i154428792-s1319530918.html?search=1,702.00,300.00,-57%,5,1,True,Pakistan,https://static-01.daraz.pk/p/9ff34eab51110e791e3b68fb9b553220.jpg,Value Bazar (Karachi),Value Bazar (Karachi),6005009814065,154428792
1420,White Bath Towel With Love Sign (01 Pcs),www.daraz.pk/products/white-bath-towel-with-love-sign-01-pcs-i154134821-s1319188156.html?search=1,699.00,539,-23%,5,1,True,Pakistan,https://static-01.daraz.pk/p/020dc54ed67123db92224e7c0b72804b.jpg,Mtex textile,Mtex Textile,6005007963258,154134821
1421,Customized Mrs. Logo Towels,www.daraz.pk/products/customized-mrs-logo-towels-i154098834-s1319122364.html?search=1,,600.00,,5,2,True,Pakistan,https://static-01.daraz.pk/p/f6657341df1f47bf45327fa8f707d038.jpg,Mtex textile,Mtex Textile,6005007963258,154098834
1422,Customized Mr. Logo Towels,www.daraz.pk/products/customized-mr-logo-towels-i154078149-s1319058981.html?search=1,600.00,499,-17%,5,1,True,Pakistan,https://static-01.daraz.pk/p/3ec9d816e5b06568183a2f2f5bf7d939.jpg,Mtex textile,Mtex Textile,6005007963258,154078149
1423,Squattty Bathroom Doctor Toilet Stool,www.daraz.pk/products/squattty-bathroom-doctor-toilet-stool-i153760319-s1318598810.html?search=1,1350.00,854,-37%,5,2,True,Pakistan,https://static-01.daraz.pk/p/7b7a9703373e392a2d4b1f6b95392ade.jpg,Lucky 7 Store,Sheikh Arslan trading,1149505,153760319
1424,Camry Electronic Digital Portable Bath Bathroom Body Weight Scale Machine ( 120 kg ),www.daraz.pk/products/camry-electronic-digital-portable-bath-bathroom-body-weight-scale-machine-120-kg-i153472024-s1318212796.html?search=1,2499.00,1649.00,-34%,5,1,True,Pakistan,https://static-01.daraz.pk/p/75c4d600f1c35fbf883be18e94e236c9.jpg,W A & COMPANY,WAC COMPANY,1143604,153472024
1425,Diamond Royal Bath Water Mug With Handle,www.daraz.pk/products/diamond-royal-bath-water-mug-with-handle-i153466440-s1318218987.html?search=1,210.00,125.00,-40%,5,1,True,Pakistan,https://static-01.daraz.pk/p/a4e49cd3511301aca7926339c84297d8.jpg,Lucky 7 Store,Sheikh Arslan trading,1149505,153466440
1426,Camry Slim Glass Electronic Digital Portable Bath Bathroom Body Weight Scale Machine ( 150 ),www.daraz.pk/products/camry-slim-glass-electronic-digital-portable-bath-bathroom-body-weight-scale-machine-150-i153412926-s1318174649.html?search=1,3499.00,2429.00,-31%,5,1,True,Pakistan,https://static-01.daraz.pk/p/cdc28262dfd72e0635fee93f747bfb48.jpg,W A & COMPANY,WAC COMPANY,1143604,153412926
1427,Imported 100% Accurate Tempered Glass Electronic Digital Body Weight Scale Digital Body Weight Machine Digital Personal Body Weighing Scale Digital Personal Body Weighing Machine Digital Bath Scale Digital Bathroom Scale Portable Weight Scale Machine,www.daraz.pk/products/imported-100-accurate-tempered-glass-electronic-digital-body-weight-scale-digital-body-weight-machine-digital-personal-body-weighing-scale-digital-personal-body-weighing-machine-digital-bath-scale-digital-bathroom-scale-portable-weight-scale-machine-i153394476-s1318136347.html?search=1,2250.00,1450.00,-36%,5,1,True,Pakistan,https://static-01.daraz.pk/p/e865ebc2a8ee7e9e55cbdcb86db9612b.jpg,Home Shop (Lahore),Home Shop,8865,153394476
1428,Miniso - Floor Mat (Pink),www.daraz.pk/products/miniso-floor-mat-pink-i153086219-s1317728402.html?search=1,750.00,450.00,-40%,5,1,True,Pakistan,https://static-01.daraz.pk/p/3ee5dfcb58c258f03264ff8535fd388d.jpg,Venture online,Miniso Life,6005009910038,153086219
1429,Touchless Automatic Infrared Sensing Foam Soap Dispenser IR Sensor Liquid Hands-Free Wash Dispensor For Kitchen Bathroom,www.daraz.pk/products/touchless-automatic-infrared-sensing-foam-soap-dispenser-ir-sensor-liquid-hands-free-wash-dispensor-for-kitchen-bathroom-i153070405-s1317734935.html?search=1,,2300.00,,5,1,True,Pakistan,https://static-01.daraz.pk/p/e806f5a40bbf2b25e3b1329937e00384.jpg,DM store,DM Store,6005010639096,153070405
1430,Tooth Paste Dispenser With Holder - Multicolor,www.daraz.pk/products/automatic-tooth-paste-dispenser-with-holder-orange-color-i152846079-s1317446035.html?search=1,560.00,344.00,-39%,5,1,True,Pakistan,https://static-01.daraz.pk/p/0de1eac0663e3a0d83b98379cf508281.jpg,Multicrafts (Karachi),MULTICRAFTS,13318,152846079
1431,Tooth Paste Dispenser With Holder - Multicolor,www.daraz.pk/products/automatic-tooth-paste-dispenser-with-holder-orange-color-i152846073-s1317422818.html?search=1,550.00,377.00,-31%,5,1,True,Pakistan,https://static-01.daraz.pk/p/289835989d42c6af0189f6d97930bf8e.jpg,Multicrafts (Karachi),MULTICRAFTS,13318,152846073
1432,"Limon Bathroom Set  Soap Dispenser, Toothbrush Holder, Tumbler Cup, Soap Dish, Trash Can, Toilet Brush with Holder, 6 Piece",www.daraz.pk/products/limon-bathroom-set-soap-dispenser-toothbrush-holder-tumbler-cup-soap-dish-trash-can-toilet-brush-with-holder-6-piece-i152408613-s1316960009.html?search=1,8000.00,5400.00,-33%,5,1,True,Pakistan,https://static-01.daraz.pk/p/ee770a0721e8e23bb02f18d5f7ae16d1.png,Flash Mart,Flash mart,1114379,152408613
1433,Glass Electronic Personal Scale - Tempered Glass - 150 Kg - 100 g division,www.daraz.pk/products/glass-electronic-personal-scale-tempered-glass-150-kg-100-g-division-i152016745-s1316426423.html?search=1,2199.00,1989.00,-10%,5,1,True,Pakistan,https://static-01.daraz.pk/p/eb136eedb83fab306873f784c4920e01.jpg,The house of goods,M Salers,6005010267022,152016745
1434,Virgo Towels,www.daraz.pk/products/virgo-towels-i152010839-s1316414485.html?search=1,600.00,458,-24%,5,2,True,Pakistan,https://static-01.daraz.pk/p/b6fe61d79781db940ff48c4c62cd7681.jpg,Mtex textile,Mtex Textile,6005007963258,152010839
1435,Camry Electronic Personal Scale - 180 Kg / 400 lb - division 0.1 Kg / 0.2 Lb,www.daraz.pk/products/camry-electronic-personal-scale-180-kg-400-lb-division-01-kg-02-lb-i152008918-s1316412416.html?search=1,3500.00,2199.00,-37%,5,1,True,Pakistan,https://static-01.daraz.pk/p/6b64c2d90b488e763a975e0a86810f26.jpg,The house of goods,M Salers,6005010267022,152008918
1436,WBM Toilet Tissue Roll - 2 Ply (Pack of 10),www.daraz.pk/products/wbm-toilet-tissue-roll-2-ply-pack-of-10-i151892179-s1316210297.html?search=1,740.00,725,-2%,5,1,True,Pakistan,https://static-01.daraz.pk/p/f6e1e7375aabe69f7e91c57e5fd9295f.jpg,WBM,Wbm,6005007972349,151892179
1437,180Kg A&D Medical UC-502  Tempered Glass Personal High Accuracy Digital Step-On Technology Body Health Weight Scale / Electronic Weighing Machine,www.daraz.pk/products/180kg-ad-medical-uc-502-tempered-glass-personal-high-accuracy-digital-step-on-technology-body-health-weight-scale-electronic-weighing-machine-i151876674-s1316220137.html?search=1,6000.00,2849,-53%,5,2,True,Pakistan,https://static-01.daraz.pk/p/4daf51edb42f27685cf95832bc242168.jpg,Advance Shopping,A&D Medical,1020018,151876674
1438,Prince Towels,www.daraz.pk/products/king-towels-i151870955-s1316204919.html?search=1,600.00,539,-10%,5,5,True,Pakistan,https://static-01.daraz.pk/p/29a58562dbd3e5df7f742bc0c3e08751.png,Mtex textile,Mtex Textile,6005007963258,151870955
1439,Horoscope Towels,www.daraz.pk/products/capricorn-towels-i151818459-s1316124787.html?search=1,600.00,539,-10%,5,2,True,Pakistan,https://static-01.daraz.pk/p/e822ee173ab162b8327fe18438c3c31a.jpg,Mtex textile,Mtex Textile,6005007963258,151818459
1440,Imported Liquid Soap Dispenser 400ml - Imenab (Gloria),www.daraz.pk/products/imported-liquid-soap-dispenser-400ml-imenab-gloria-i146504211-s1309338853.html?search=1,1499.00,1149.00,-23%,4,1,True,Pakistan,https://static-01.daraz.pk/p/21e1437d4987c8b6bbd650d0c21d5a98.jpg,Suriya eShop,Suriya eShop,1149217,146504211
